Date,Country,Bias motivations,Type of incident,Source,Description
2019,Russian Federation,Anti-LGBTI hate crime,Violent attacks against people,"""Coming Out"" LGBT Group, Russian LGBT Network","A gay transgender man was subjected to homophobic and transphobic insults and physically assaulted by a family member at home. The victim was pushed to the floor, hitting his head and back and injuring his hands. During the attack, the perpetrator referred to the rainbow flag displayed in the victim's room."
2019-02,Russian Federation,Anti-LGBTI hate crime,Violent attacks against people,"""Coming Out"" LGBT Group, Russian LGBT Network","A gay teenage boy was physically assaulted by his father, who had recently learned of the victim's sexual orientation."
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene was repeatedly vandalized when parts of the installation were detached and thrown away during Christmas.
2019,Russian Federation,Anti-LGBTI hate crime,Violent attacks against people,"""Coming Out"" LGBT Group, Russian LGBT Network",A gay teenage boy was repeatedly attacked and beaten by a group after a photo of the victim and his friends holding rainbow flags was published on social media.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,"Holy See, OIDAC",A nativity scene outside a church was vandalized when a figurine representing Jesus Christ was removed and hung on an iron pole by a group during Christmas.
2019-04,Germany,Anti-LGBTI hate crime,Violent attacks against people,MANEO,A gay man was sexually assaulted and had his phone stolen in an area frequented by LGBTI people. This was one in a series of similar incidents to occur in the area.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene was vandalized when a figurine representing Jesus Christ was removed and hung using an electric cable during Christmas.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,"A nativity scene was vandalized at night when the figurines were knocked down, the cradle was stolen and the figurine representing Jesus Christ was removed and thrown on the floor."
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,"A large nativity scene was vandalized during Christmas when a strong-smelling, foaming detergent was poured into the water surrounding the installation."
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene made by children was vandalized when the figurines were destroyed on the night of Christmas Eve.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene was vandalized when the figurines were removed and left lying on the street on Christmas Eve.
2019,Russian Federation,Anti-LGBTI hate crime,Violent attacks against people,"""Coming Out"" LGBT Group, Russian LGBT Network",A gay teenage boy was subjected to homophobic insults and physically assaulted by his father after a photo of the victim kissing a young man was published on social media. The victim had previously been physically assaulted by the same perpetrator.
2019-05,Germany,Anti-LGBTI hate crime,Violent attacks against people,MANEO,A gay man was sexually assaulted and had his wallet stolen outside a gay bar. This was one in a series of similar incidents to occur in the area.
2019,Russian Federation,Anti-LGBTI hate crime,Violent attacks against people,"""Coming Out"" LGBT Group, Russian LGBT Network","A gay teenage boy was threatened and beaten, together with his friend, by a group at school, after a photo of the boy kissing a young man was posted on social media. The boy had previously been physically assaulted by his father due to his sexual orientation."
2019-06,Germany,Anti-LGBTI hate crime,Violent attacks against people,MANEO,A man was sexually assaulted and had his watch stolen after being asked for advice about a gay bar. This was one in a series of similar incidents to occur in the area.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene in front of a church was vandalized when the figurine of Jesus Christ was decapitated and left outside a cemetery on Christmas Eve.
2019-02,Russian Federation,Anti-LGBTI hate crime,Violent attacks against people,"""Coming Out"" LGBT Group, Russian LGBT Network",A gay couple was subjected to homophobic threats and beaten after a video of them kissing was posted on social media.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A wooden nativity scene in a churchyard was targeted in an arson attack on Christmas Eve.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene near a church was destroyed by a group on Christmas Eve.
2019-03,Austria,Racist and xenophobic hate crime,Attacks against property,Anti-Discrimination Office Styria,"A woman of South American descent, the only Black person in the neighbourhood, received an anonymous letter containing racist insults. The victim was also harassed and her property was vandalized and stolen."
2019-03,Austria,Racist and xenophobic hate crime,Threats,Anti-Discrimination Office Styria,A family was subjected to racist and xenophobic insults by their neighbours. A child in the family was threatened with a car ramming attack and subjected to indecent exposure and inappropriate gestures.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,An art museum was vandalized with an anti-Christian poster.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene was vandalized when a figurine was decapitated and rubbish was thrown inside the installation.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene in front of a cathedral was vandalized at night by two groups.
2019-04,Austria,Racist and xenophobic hate crime,Threats,Anti-Discrimination Office Styria,"A man was threatened when a car accelerated towards him in a parking lot, braking at the last moment, and then subjected to racist insults by the driver of the vehicle."
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A church was vandalized with graffiti at night. The church had previously been targeted in similar incidents.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A nativity scene was vandalized when the handmade figurines were damaged at night.
2019-12,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A priest's car was destroyed in an arson attack when parked near the church where the priest works.
2019-11,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A church was burglarized and desecrated when the altar and crucifix were urinated on. Money was stolen from the collection box and a gold necklace was removed from a religious statue.
2019-10,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A musician's chapel in a church was targeted in an arson attack.
2019-10,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A church was targeted in an arson attack when firecrackers were set off inside.
2019-08,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,"A church was vandalized when excrement was smeared on the front door, staircase and ground outside the church at night."
2019-05,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A church was vandalized when littered with rubbish and sprayed with graffiti twice in the same day.
2019-05,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,The entrance to a church was vandalized with graffiti.
2019-05,Italy,Anti-Christian hate crime,Attacks against property,OIDAC,A church and the walls of a medieval quarter were vandalized with anti-Christian graffiti.
